t [s] | x [m]],0,0.000875,0.00175,0.002625,0.0035,0.004375,0.00525,0.006125,0.007,0.007875,0.00875,0.009625,0.0105,0.011375,0.01225,0.013125,0.014,0.014875,0.01575,0.016625,0.0175,0.018375,0.01925,0.020125,0.021,0.021875,0.02275,0.023625,0.0245,0.025375,0.02625,0.027125,0.028,0.028875,0.02975,0.030625,0.0315,0.032375,0.03325,0.034125
31,0.488708,0.438899,0.434738,0.430665,0.426686,0.422802,0.419017,0.415334,0.411757,0.408288,0.404931,0.401688,0.398564,0.39556,0.39268,0.389927,0.387304,0.384814,0.382459,0.380242,0.378167,0.376235,0.374449,0.372812,0.371326,0.369993,0.368815,0.367794,0.366932,0.366231,0.365691,0.365315,0.365103,0.365057,0.365176,0.365461,0.365912,0.366529,0.367312,0.368259,0.369963
32,0.488704,0.440913,0.436926,0.433025,0.429213,0.425495,0.421873,0.41835,0.414929,0.411613,0.408405,0.405308,0.402326,0.39946,0.396714,0.394091,0.391593,0.389223,0.386984,0.384878,0.382909,0.381077,0.379386,0.377838,0.376435,0.375179,0.374071,0.373115,0.37231,0.371659,0.371163,0.370823,0.370639,0.370613,0.370745,0.371035,0.371483,0.372089,0.372851,0.373771,0.375417
33,0.488701,0.442849,0.439028,0.435291,0.431641,0.428082,0.424615,0.421244,0.417973,0.414803,0.411738,0.40878,0.405933,0.403198,0.40058,0.39808,0.395701,0.393445,0.391316,0.389315,0.387445,0.385708,0.384106,0.382642,0.381316,0.380132,0.379091,0.378193,0.377442,0.376837,0.376381,0.376073,0.375915,0.375908,0.37605,0.376343,0.376786,0.37738,0.378122,0.379013,0.380602
34,0.488697,0.444708,0.441047,0.437468,0.433973,0.430565,0.427247,0.424023,0.420894,0.417863,0.414934,0.412109,0.409391,0.406782,0.404284,0.401901,0.399635,0.397488,0.395462,0.393561,0.391785,0.390137,0.388619,0.387233,0.385981,0.384864,0.383884,0.383042,0.38234,0.381778,0.381358,0.38108,0.380945,0.380953,0.381104,0.381399,0.381837,0.382417,0.383138,0.384001,0.385535
35,0.488694,0.446494,0.442987,0.439558,0.436211,0.432949,0.429774,0.426689,0.423697,0.420799,0.418,0.415302,0.412706,0.410216,0.407834,0.405562,0.403403,0.401359,0.399432,0.397624,0.395937,0.394373,0.392935,0.391623,0.390439,0.389385,0.388463,0.387673,0.387016,0.386494,0.386107,0.385856,0.385741,0.385763,0.385921,0.386216,0.386646,0.387213,0.387914,0.388748,0.390228
36,0.488691,0.448211,0.44485,0.441566,0.438361,0.435238,0.432199,0.429248,0.426386,0.423616,0.420941,0.418363,0.415884,0.413508,0.411235,0.409069,0.407012,0.405065,0.403231,0.401512,0.39991,0.398426,0.397062,0.395819,0.3947,0.393705,0.392836,0.392094,0.39148,0.390994,0.390638,0.390411,0.390314,0.390348,0.390512,0.390806,0.391229,0.391781,0.392461,0.393268,0.394694
37,0.488688,0.449859,0.446639,0.443494,0.440425,0.437435,0.434527,0.431703,0.428966,0.426318,0.423761,0.421298,0.418931,0.416662,0.414494,0.412429,0.410468,0.408614,0.406869,0.405234,0.403711,0.402302,0.401008,0.399831,0.398773,0.397833,0.397014,0.396317,0.395742,0.39529,0.394962,0.394757,0.394677,0.394721,0.394889,0.39518,0.395595,0.396133,0.396792,0.397572,0.398946
38,0.488685,0.451442,0.448358,0.445345,0.442406,0.439544,0.436761,0.434059,0.431441,0.428909,0.426465,0.424112,0.421852,0.419686,0.417617,0.415648,0.413779,0.412013,0.410351,0.408796,0.407348,0.40601,0.404783,0.403668,0.402666,0.401778,0.401006,0.400351,0.399812,0.399391,0.399089,0.398904,0.398838,0.398891,0.399062,0.399351,0.399757,0.40028,0.400918,0.401672,0.402995
39,0.488683,0.452963,0.450008,0.447122,0.444308,0.441568,0.438905,0.43632,0.433815,0.431394,0.429059,0.42681,0.424651,0.422584,0.42061,0.418731,0.41695,0.415267,0.413685,0.412205,0.410829,0.409558,0.408393,0.407336,0.406387,0.405549,0.404821,0.404204,0.4037,0.403308,0.403028,0.402862,0.402809,0.402869,0.403042,0.403328,0.403725,0.404233,0.404851,0.405578,0.406852
40,0.48868,0.454423,0.451592,0.448829,0.446134,0.443511,0.440962,0.438488,0.436093,0.433778,0.431545,0.429397,0.427335,0.425361,0.423477,0.421685,0.419986,0.418383,0.416877,0.415468,0.414159,0.412952,0.411846,0.410844,0.409946,0.409153,0.408466,0.407886,0.407413,0.407047,0.40679,0.40664,0.406599,0.406665,0.406839,0.40712,0.407508,0.408001,0.408599,0.4093,0.410527
41,0.488678,0.455825,0.453113,0.450466,0.447886,0.445375,0.442935,0.440569,0.438278,0.436064,0.43393,0.431877,0.429907,0.428022,0.426224,0.424515,0.422895,0.421367,0.419932,0.418591,0.417347,0.416199,0.415149,0.414198,0.413348,0.412598,0.41195,0.411403,0.41096,0.410619,0.410381,0.410247,0.410216,0.410287,0.410462,0.410738,0.411116,0.411594,0.412172,0.412848,0.414029
42,0.488675,0.457171,0.454574,0.452039,0.449568,0.447164,0.444829,0.442565,0.440373,0.438256,0.436216,0.434254,0.432373,0.430573,0.428856,0.427225,0.425681,0.424224,0.422857,0.421581,0.420397,0.419306,0.418309,0.417407,0.416601,0.415891,0.415279,0.414765,0.414348,0.41403,0.413811,0.41369,0.413668,0.413744,0.413918,0.414189,0.414557,0.415021,0.415579,0.416231,0.417367
43,0.488673,0.458463,0.455975,0.453548,0.451182,0.448881,0.446646,0.44448,0.442383,0.440359,0.438408,0.436533,0.434736,0.433017,0.431378,0.429822,0.428349,0.42696,0.425658,0.424443,0.423316,0.422278,0.421331,0.420475,0.419711,0.41904,0.418462,0.417977,0.417586,0.417289,0.417087,0.416979,0.416965,0.417044,0.417217,0.417483,0.41784,0.418289,0.418829,0.419457,0.42055
44.01,0.488671,0.459716,0.457334,0.45501,0.452746,0.450544,0.448406,0.446334,0.44433,0.442394,0.440531,0.438739,0.437023,0.435382,0.433818,0.432333,0.430929,0.429606,0.428365,0.427209,0.426137,0.425151,0.424251,0.423439,0.422715,0.42208,0.421534,0.421077,0.42071,0.420433,0.420247,0.42015,0.420143,0.420225,0.420396,0.420656,0.421004,0.421438,0.421959,0.422564,0.423615
45.01,0.488669,0.460907,0.458625,0.456399,0.454231,0.452124,0.450077,0.448095,0.446177,0.444327,0.442545,0.440833,0.439192,0.437625,0.436132,0.434715,0.433375,0.432114,0.430931,0.42983,0.428809,0.427871,0.427016,0.426245,0.425559,0.424957,0.424441,0.42401,0.423665,0.423407,0.423234,0.423148,0.423147,0.423232,0.423401,0.423655,0.423992,0.424413,0.424915,0.425498,0.426508
46.01,0.488667,0.462049,0.459864,0.457732,0.455657,0.453639,0.451681,0.449783,0.447949,0.446179,0.444475,0.442839,0.441272,0.439775,0.438349,0.436997,0.435718,0.434515,0.433388,0.432339,0.431367,0.430475,0.429662,0.42893,0.428278,0.427708,0.42722,0.426814,0.42649,0.426248,0.426089,0.426012,0.426016,0.426103,0.42627,0.426517,0.426845,0.427251,0.427736,0.428297,0.429268
47.01,0.488665,0.463146,0.461052,0.459011,0.457024,0.455093,0.453218,0.451403,0.449648,0.447955,0.446326,0.444762,0.443264,0.441834,0.440473,0.439182,0.437962,0.436815,0.43574,0.43474,0.433815,0.432966,0.432193,0.431498,0.43088,0.430339,0.429878,0.429494,0.42919,0.428964,0.428816,0.428748,0.428757,0.428844,0.429009,0.429251,0.429568,0.429961,0.430428,0.430968,0.431901
48.01,0.488663,0.464198,0.462193,0.460239,0.458336,0.456487,0.454693,0.452956,0.451277,0.449658,0.448101,0.446605,0.445174,0.443808,0.442508,0.441275,0.440111,0.439017,0.437993,0.43704,0.436159,0.43535,0.434615,0.433954,0.433368,0.432856,0.432419,0.432057,0.43177,0.431559,0.431423,0.431362,0.431375,0.431463,0.431625,0.43186,0.432168,0.432547,0.432997,0.433517,0.434414
49.01,0.488661,0.465208,0.463288,0.461416,0.459594,0.457824,0.456107,0.454445,0.452839,0.451291,0.449801,0.448372,0.447004,0.445699,0.444457,0.443281,0.44217,0.441125,0.440149,0.439241,0.438401,0.437632,0.436933,0.436305,0.435748,0.435262,0.434848,0.434507,0.434237,0.434039,0.433914,0.43386,0.433877,0.433965,0.434124,0.434353,0.434651,0.435017,0.435451,0.435951,0.436813
50.01,0.488659,0.466177,0.464338,0.462545,0.460801,0.459107,0.457464,0.455873,0.454337,0.452856,0.451432,0.450065,0.448758,0.447511,0.446325,0.445201,0.444141,0.443145,0.442213,0.441348,0.440548,0.439816,0.439151,0.438553,0.438024,0.437564,0.437172,0.436849,0.436596,0.436411,0.436294,0.436247,0.436267,0.436355,0.436511,0.436733,0.437021,0.437375,0.437793,0.438274,0.439102
51.01,0.488658,0.467106,0.465345,0.463629,0.461959,0.460337,0.458765,0.457243,0.455773,0.454356,0.452994,0.451688,0.450439,0.449247,0.448114,0.447041,0.446029,0.445078,0.44419,0.443365,0.442603,0.441906,0.441273,0.440705,0.440202,0.439766,0.439395,0.43909,0.438851,0.438677,0.43857,0.438528,0.438551,0.438639,0.438791,0.439007,0.439286,0.439627,0.44003,0.440493,0.441288
52.01,0.488656,0.467998,0.466312,0.464668,0.46307,0.461517,0.460012,0.458556,0.45715,0.455795,0.454492,0.453243,0.452049,0.45091,0.449828,0.448804,0.447837,0.44693,0.446083,0.445296,0.44457,0.443906,0.443303,0.442763,0.442286,0.441872,0.44152,0.441232,0.441007,0.440844,0.440745,0.440708,0.440734,0.440821,0.44097,0.44118,0.441449,0.441778,0.442166,0.442611,0.443375
53.01,0.488655,0.468854,0.467239,0.465665,0.464135,0.462648,0.461208,0.459815,0.458469,0.457173,0.455928,0.454734,0.453592,0.452504,0.45147,0.450492,0.449569,0.448703,0.447895,0.447145,0.446453,0.44582,0.445247,0.444733,0.44428,0.443886,0.443553,0.443281,0.443068,0.442916,0.442825,0.442793,0.44282,0.442907,0.443052,0.443255,0.443516,0.443833,0.444206,0.444634,0.445368
54.01,0.488654,0.469675,0.468128,0.466621,0.465156,0.463733,0.462355,0.461021,0.459734,0.458495,0.457303,0.456162,0.455071,0.454031,0.453043,0.452109,0.451228,0.450402,0.44963,0.448915,0.448255,0.447652,0.447107,0.446618,0.446187,0.445813,0.445498,0.44524,0.44504,0.444898,0.444813,0.444785,0.444814,0.4449,0.445042,0.445239,0.44549,0.445796,0.446155,0.446567,0.447272
55.01,0.488652,0.470462,0.468981,0.467538,0.466135,0.464774,0.463454,0.462178,0.460947,0.459761,0.458622,0.45753,0.456487,0.455494,0.45455,0.453657,0.452816,0.452028,0.451292,0.450609,0.449981,0.449406,0.448887,0.448422,0.448012,0.447657,0.447358,0.447114,0.446926,0.446792,0.446714,0.44669,0.44672,0.446805,0.446943,0.447134,0.447377,0.447672,0.448018,0.448413,0.44909
56.01,0.488651,0.471217,0.469799,0.468417,0.467075,0.465771,0.464508,0.463287,0.462109,0.460975,0.459886,0.458842,0.457845,0.456895,0.455994,0.455141,0.454338,0.453585,0.452883,0.452232,0.451632,0.451085,0.45059,0.450148,0.449758,0.449421,0.449138,0.448907,0.448729,0.448604,0.448531,0.448511,0.448543,0.448626,0.44876,0.448945,0.44918,0.449464,0.449797,0.450177,0.450827
57.01,0.48865,0.471941,0.470583,0.469261,0.467975,0.466727,0.465519,0.464351,0.463224,0.462139,0.461097,0.460099,0.459145,0.458238,0.457376,0.456562,0.455795,0.455076,0.454406,0.453785,0.453213,0.452692,0.45222,0.451799,0.451429,0.451109,0.45084,0.450622,0.450454,0.450336,0.450269,0.450252,0.450285,0.450367,0.450498,0.450677,0.450903,0.451177,0.451497,0.451863,0.452487
58.01,0.488649,0.472636,0.471335,0.470069,0.468839,0.467644,0.466488,0.46537,0.464291,0.463254,0.462257,0.461303,0.460391,0.459524,0.458701,0.457923,0.45719,0.456504,0.455865,0.455272,0.454727,0.45423,0.453781,0.45338,0.453028,0.452724,0.452469,0.452262,0.452104,0.451994,0.451932,0.451918,0.451951,0.452031,0.452158,0.452332,0.45255,0.452814,0.453122,0.453473,0.454072
59.01,0.488647,0.473302,0.472057,0.470845,0.469666,0.468523,0.467416,0.466347,0.465315,0.464322,0.463369,0.462457,0.461585,0.460756,0.45997,0.459226,0.458527,0.457872,0.457261,0.456696,0.456176,0.455702,0.455275,0.454893,0.454558,0.454269,0.454027,0.453831,0.453682,0.453579,0.453521,0.45351,0.453544,0.453623,0.453746,0.453914,0.454125,0.454379,0.454675,0.455012,0.455588
60.01,0.488646,0.473941,0.472749,0.471588,0.47046,0.469366,0.468307,0.467283,0.466296,0.465346,0.464435,0.463562,0.462729,0.461937,0.461185,0.460475,0.459807,0.459181,0.458598,0.458059,0.457563,0.457112,0.456704,0.456341,0.456022,0.455748,0.455518,0.455332,0.455191,0.455095,0.455042,0.455033,0.455067,0.455144,0.455264,0.455426,0.45563,0.455874,0.456159,0.456484,0.457036
61.01,0.488645,0.474553,0.473412,0.472301,0.471221,0.470174,0.46916,0.468181,0.467236,0.466328,0.465456,0.464621,0.463825,0.463068,0.462349,0.461671,0.461033,0.460435,0.459879,0.459364,0.458892,0.458461,0.458072,0.457727,0.457423,0.457162,0.456944,0.456769,0.456636,0.456545,0.456496,0.456489,0.456524,0.456599,0.456716,0.456872,0.457069,0.457304,0.457578,0.45789,0.45842
62.01,0.488644,0.475141,0.474048,0.472984,0.47195,0.470948,0.469978,0.469041,0.468137,0.467268,0.466434,0.465636,0.464875,0.464151,0.463464,0.462816,0.462207,0.461636,0.461105,0.460614,0.460163,0.459752,0.459382,0.459053,0.458764,0.458516,0.458309,0.458143,0.458017,0.457932,0.457887,0.457882,0.457917,0.457991,0.458104,0.458255,0.458444,0.458671,0.458934,0.459234,0.459743
63.01,0.488643,0.475704,0.474657,0.473639,0.47265,0.47169,0.470762,0.469865,0.469001,0.468169,0.467372,0.466609,0.465881,0.465189,0.464533,0.463913,0.463331,0.462786,0.462279,0.461811,0.46138,0.460989,0.460636,0.460322,0.460048,0.459812,0.459615,0.459458,0.459339,0.459259,0.459218,0.459215,0.459249,0.459322,0.459431,0.459577,0.45976,0.459978,0.460231,0.460519,0.461008
