t [s] | x [m]],0,0.000875,0.00175,0.002625,0.0035,0.004375,0.00525,0.006125,0.007,0.007875,0.00875,0.009625,0.0105,0.011375,0.01225,0.013125,0.014,0.014875,0.01575,0.016625,0.0175,0.018375,0.01925,0.020125,0.021,0.021875,0.02275,0.023625,0.0245,0.025375,0.02625,0.027125,0.028,0.028875,0.02975,0.030625,0.0315,0.032375,0.03325,0.034125
0,0.747543,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11,-1.45519e-11
1,10.3148,9.21566,8.19483,7.25009,6.37916,5.57974,4.84941,4.18566,3.58589,3.04736,2.56719,2.14237,1.76975,1.44598,1.16761,0.931007,0.732442,0.568087,0.43407,0.326535,0.241714,0.175999,0.126027,0.0887429,0.0614534,0.0418575,0.0280489,0.0184962,0.0120055,0.00767168,0.00482709,0.00299089,0.0018249,0.00109635,0.000648236,0.000376672,0.000214055,0.000116943,5.74571e-05,1.71932e-05
2,15.6391,14.367,13.1646,12.0304,10.9628,9.96005,9.02053,8.14248,7.32415,6.56371,5.8593,5.20899,4.61081,4.0627,3.56257,3.10825,2.69749,2.32802,1.99747,1.70346,1.44355,1.21527,1.01615,0.843695,0.695467,0.569053,0.462111,0.372386,0.297734,0.236143,0.185742,0.144821,0.111827,0.0853719,0.0642237,0.0472954,0.0336304,0.0223824,0.0127933,0.00416757
3.01,19.893,18.5208,17.2128,15.9676,14.7839,13.6605,12.5959,11.5888,10.6379,9.74171,8.89883,8.10777,7.36703,6.67508,6.03032,5.43114,4.87589,4.36286,3.89033,3.45652,3.05962,2.69779,2.36917,2.07186,1.80396,1.56352,1.34862,1.15733,0.987712,0.837859,0.705877,0.589901,0.488099,0.398673,0.319862,0.24994,0.187209,0.129996,0.0766331,0.0254502
4.01,23.499,22.059,20.6789,19.3576,18.094,16.8871,15.7357,14.6387,13.595,12.6034,11.6626,10.7716,9.92895,9.13348,8.38387,7.67879,7.01688,6.39672,5.81691,5.27596,4.77239,4.30466,3.87119,3.47039,3.10063,2.76022,2.44747,2.16063,1.89794,1.65759,1.43775,1.23657,1.05212,0.882494,0.72571,0.579759,0.442584,0.312074,0.186054,0.0622749
5.01,26.7089,25.2179,23.7834,22.4045,21.0803,19.8098,18.5921,17.4262,16.311,15.2456,14.2289,13.2599,12.3375,11.4605,10.6278,9.8383,9.0907,8.3838,7.71633,7.08698,6.49441,5.93724,5.41404,4.92335,4.46367,4.03344,3.63106,3.25489,2.90323,2.57433,2.26638,1.97751,1.70581,1.44926,1.20582,0.973333,0.749584,0.532258,0.318946,0.107126
6.01,29.6312,28.0996,26.6218,25.1968,23.8238,22.5021,21.2307,20.0088,18.8354,17.7096,16.6305,15.5971,14.6085,13.6635,12.7611,11.9003,11.0799,10.2988,9.55583,8.8497,8.17919,7.54299,6.93975,6.36807,5.82651,5.31358,4.82774,4.36737,3.93082,3.51637,3.12222,2.74651,2.38731,2.0426,1.71029,1.38819,1.07401,0.76538,0.459801,0.154663
7.01,32.3307,30.7655,29.2514,27.7878,26.374,25.009,23.6922,22.4227,21.1996,20.0221,18.8894,17.8004,16.7542,15.7499,14.7865,13.8629,12.9782,12.131,11.3204,10.5452,9.80413,9.09593,8.4193,7.77289,7.15529,6.56504,6.00064,5.4605,4.94299,4.4464,3.96897,3.50886,3.06413,2.63278,2.21273,1.8018,1.39769,0.998043,0.600361,0.202045
8.01,34.8489,33.2545,31.7092,30.2121,28.7626,27.3598,26.0032,24.6917,23.4247,22.2014,21.0208,19.8821,18.7844,17.7268,16.7082,15.7277,14.7842,13.8768,13.0042,12.1653,11.359,10.5839,9.83889,9.12255,8.43354,7.7704,7.13166,6.51576,5.92109,5.34599,4.7887,4.2474,3.72021,3.20514,2.70015,2.20308,1.71171,1.22369,0.736602,0.247902
9.01,37.2133,35.5931,34.0199,32.4928,31.0113,29.5745,28.1818,26.8325,25.5256,24.2605,23.0363,21.8521,20.7071,19.6003,18.5308,17.4977,16.4999,15.5363,14.6059,13.7075,12.8401,12.0023,11.1929,10.4106,9.65413,8.92197,8.2127,7.52479,6.85668,6.2067,5.57315,4.95426,4.34816,3.75294,3.16658,2.58699,2.01201,1.43937,0.866724,0.29163
